id,amount_tsh,existing year,funder,gps_height,installer,num_private,basin,subvillage,region,population,public_meeting,recorded_by,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
49626,0.0,40.0,Ministry Of Water,1287,MINISTRY OF WATER,0,Lake Victoria,Katoliki,Mara,200.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,unknown,soft,dry,surface,communal standpipe
38098,0.0,3.0,Oikos E.Afrika,1306,Oikos E .Africa,0,Internal,Tanki,Arusha,250.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
30309,0.0,15.0,Dwsp,1339,DWE,0,Lake Victoria,Mwabasabi,Shinyanga,250.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
8015,0.0,unknown,M,0,M,0,Lake Victoria,1,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,Private operator,True,handpump,commercial,never pay,salty,enough,groundwater,hand pump
3496,0.0,6.0,World Bank,0,MA,0,Wami / Ruvu,Msowero B,Morogoro,189.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe
56971,0.0,1.0,Government Of Tanzania,1193,DWE,0,Pangani,Kweshangazi,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
68616,0.0,unknown,Plan International,0,Plan Internationa,0,Lake Victoria,Ihayabuyaga,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
8646,0.0,30.0,Danida,1042,DANIDA,0,Lake Nyasa,Mtiputipu,Ruvuma,180.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
74104,0.0,unknown,Bsf,0,GOVER,0,Rufiji,Ilewelo,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,unknown,soft,insufficient,groundwater,communal standpipe
37501,50.0,17.0,Mws,720,MWS,0,Ruvuma / Southern Coast,Masasi,Mtwara,850.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
33001,0.0,unknown,Dwe,0,WEDECO,0,Internal,Kitongo Maendeleo,Tabora,<built-in function zeros>,False,GeoData Consultants Ltd,Water authority,True,submersible,commercial,never pay,coloured,insufficient,surface,communal standpipe
69202,0.0,13.0,Kiliwater,1682,Kiliwater,0,Pangani,Kwaikuru,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Company,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
68409,5.0,14.0,Germany Republi,942,CES,0,Pangani,Kibaoni,Kilimanjaro,50.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
51847,0.0,unknown,Government Of Tanzania,0,GOVER,0,Wami / Ruvu,Majengo,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,unknown,soft,dry,groundwater,communal standpipe
55647,0.0,unknown,Dwsp,0,DWSP,0,Internal,Nkola,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
17923,0.0,21.0,Hesawa,1171,DWE,0,Lake Victoria,Miembeni,Mwanza,350.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,coloured,seasonal,groundwater,hand pump
71743,50.0,25.0,Finland,110,DWE,0,Wami / Ruvu,Vikuge,Pwani,100.0,True,GeoData Consultants Ltd,Parastatal,True,motorpump,user-group,per bucket,soft,dry,surface,other
51539,0.0,unknown,Dwsp,0,DWE,0,Lake Victoria,Magongolo,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
73819,0.0,unknown,Water,0,Commu,0,Rufiji,Muungano,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
66881,0.0,unknown,Kkkt,0,KKKT,0,Lake Nyasa,Ibaba,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
58768,0.0,14.0,Caritas,951,DWE,0,Lake Tanganyika,Kanywangiri,Kigoma,300.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,unknown,soft,enough,groundwater,hand pump
2648,0.0,unknown,Fdc,0,College,0,Lake Tanganyika,Nyarukongogo A,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
68933,500.0,21.0,Danida,439,DANIDA,0,Lake Nyasa,Kaombe,Ruvuma,96.0,unknown,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
12427,0.0,6.0,Government Of Tanzania,1111,DWE,0,Lake Tanganyika,Kibanda,Kigoma,740.0,True,GeoData Consultants Ltd,Water authority,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
16633,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Shihando,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,other,user-group,never pay,soft,seasonal,groundwater,other
24123,0.0,2.0,Anglican Church,1827,Angli,0,Rufiji,Mhuka,Iringa,400.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
58551,0.0,unknown,Tanza,0,Commu,0,Wami / Ruvu,Lupilo,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,soft,dry,groundwater,communal standpipe
17132,50.0,4.0,African Development Bank,137,DAWASCO,0,Wami / Ruvu,Bokotemboni,Pwani,1.0,True,GeoData Consultants Ltd,Water authority,True,motorpump,user-group,per bucket,soft,enough,surface,communal standpipe
3027,0.0,3.0,One Un,1345,DWE,0,Lake Tanganyika,Kagoti,Kigoma,250.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,unknown,soft,insufficient,groundwater,communal standpipe
2651,0.0,53.0,unknown,1444,unknown,0,Internal,Kimbiji,Singida,1.0,True,GeoData Consultants Ltd,VWC,unknown,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
25998,0.0,31.0,Finw,212,FinW,0,Ruvuma / Southern Coast,Usalama,Mtwara,300.0,True,GeoData Consultants Ltd,Water Board,True,submersible,user-group,never pay,soft,dry,groundwater,communal standpipe
63400,0.0,2.0,Private Individual,1266,Barry A.Murphy,0,Pangani,Makiwaru,Arusha,500.0,True,GeoData Consultants Ltd,WUA,False,gravity,user-group,unknown,soft,insufficient,surface,communal standpipe
50028,0.0,unknown,Commu,0,Commu,0,Wami / Ruvu,Muungano,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,monthly,soft,dry,groundwater,communal standpipe
67897,0.0,13.0,Shawasa,910,SHAWASA,0,Pangani,Kati,Manyara,200.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,unknown,salty,insufficient,groundwater,hand pump
21425,0.0,unknown,Hesawa,0,HESAWA,0,Lake Victoria,Mwamazengo,Mwanza,<built-in function zeros>,unknown,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,unknown,unknown,groundwater,hand pump
71756,0.0,unknown,Aict,0,AICT,0,Internal,Kashanda,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
16862,0.0,4.0,Magadini-makiwaru Water,1285,Magadini-Makiwaru wa,0,Pangani,Nyati,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
15420,0.0,17.0,Roman Church,1570,Roman Church,0,Rufiji,Lusakanyo,Iringa,30.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,dry,surface,communal standpipe
47784,0.0,unknown,unknown,0,unknown,0,Lake Victoria,Bunukangoma,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
712,200.0,5.0,Ddca,379,DDCA,0,Ruvuma / Southern Coast,Tbc,Mtwara,150.0,True,GeoData Consultants Ltd,Parastatal,True,handpump,parastatal,per bucket,salty,enough,groundwater,hand pump
54368,0.0,unknown,Hifab,0,Hesawa,0,Lake Victoria,Bulunde,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,seasonal,groundwater,other
2866,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Ndebele,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
51130,0.0,unknown,Government Of Tanzania,0,Government,0,Internal,Migunga,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,True,gravity,parastatal,never pay,soft,seasonal,surface,communal standpipe
27993,0.0,unknown,World Bank,0,DWE,0,Internal,Kulusi,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
21621,0.0,38.0,Dwe,1160,DWE,0,Lake Tanganyika,Nyangwa,Kigoma,590.0,True,GeoData Consultants Ltd,Water authority,False,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
66038,50.0,4.0,Private Individual,40,DWE,0,Pangani,Mwembeni,Tanga,16.0,False,GeoData Consultants Ltd,Private operator,False,submersible,commercial,per bucket,soft,seasonal,groundwater,communal standpipe
42182,50.0,3.0,Private Individual,-8,Da,0,Wami / Ruvu,Gongoni,Pwani,50.0,True,GeoData Consultants Ltd,Company,True,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
17694,0.0,28.0,Fini Water,-21,Fini water,0,Ruvuma / Southern Coast,Mchangani,Mtwara,300.0,True,GeoData Consultants Ltd,unknown,True,other,user-group,unknown,soft,enough,groundwater,other
57759,4000.0,8.0,Cefa,1959,CEFA,0,Rufiji,Mlandege Juu,Iringa,80.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,surface,communal standpipe
47978,3000.0,19.0,Danida,879,DANID,0,Rufiji,Mlowa,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
52359,500.0,3.0,Care/crc,543,CARE/CRC,0,Pangani,Mabilioni B,Kilimanjaro,630.0,True,GeoData Consultants Ltd,Water authority,unknown,handpump,user-group,monthly,salty,enough,groundwater,hand pump
69656,1000.0,28.0,Danida,1440,DANID,0,Rufiji,Mlandizi,Iringa,210.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,dry,groundwater,communal standpipe
24086,0.0,unknown,Kkkt,0,DWE,0,Lake Rukwa,Tabora,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
43579,0.0,unknown,Twesa,0,TWESA,0,Lake Victoria,Majengo,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
43284,0.0,43.0,Government Of Tanzania,1523,DWE,0,Pangani,Afya,Arusha,150.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
2877,0.0,30.0,Ir,1097,Ir,0,Wami / Ruvu,Malangali,Morogoro,250.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,dry,groundwater,hand pump
21171,0.0,6.0,Government Of Tanzania,1119,DWE,0,Lake Tanganyika,Kibanda,Kigoma,320.0,True,GeoData Consultants Ltd,Water authority,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump
40982,0.0,26.0,Tardo,1749,Tardo,93,Pangani,Tiku,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
48396,0.0,2.0,Swisland/ Mount Meru Flowers,1287,Community,0,Pangani,Moivaro,Arusha,120.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
13323,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Mwamagula,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
28467,2500.0,1.0,Shipo,1554,Shipo,0,Rufiji,Ihami,Iringa,65.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
2768,20.0,7.0,Wateraid,1728,WATERAID,0,Internal,Simhha,Manyara,218.0,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
73593,0.0,unknown,Government Of Tanzania,0,Government,0,Lake Rukwa,Mamba D,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
65164,0.0,6.0,Tasaf,738,CJEJOW CONSTRUCTION,0,Ruvuma / Southern Coast,Tulieni B,Ruvuma,700.0,True,GeoData Consultants Ltd,Parastatal,False,handpump,parastatal,on failure,soft,insufficient,groundwater,hand pump
69976,0.0,23.0,Danida,848,DANIDA,0,Rufiji,Namikurumo,Ruvuma,80.0,True,GeoData Consultants Ltd,WUG,False,other,user-group,on failure,soft,enough,groundwater,other
52145,0.0,18.0,Lga,319,LGA,0,Ruvuma / Southern Coast,Mijeleni,Mtwara,40.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
49259,0.0,50.0,Government Of Tanzania,1233,Community,0,Pangani,Kwa Tulele,Arusha,120.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
23542,25.0,unknown,Danida,1642,DANID,0,Rufiji,Sadan B,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
69848,0.0,15.0,Nethalan,706,DWE,0,Wami / Ruvu,Kauzeni,Morogoro,1.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
9305,0.0,13.0,Missi,1672,Missi,0,Lake Nyasa,Itengule,Iringa,23.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
14359,0.0,39.0,Government Of Tanzania,1371,DWE,0,Pangani,Kwekigao,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
28925,0.0,unknown,Rc,0,VTECOS,0,Lake Victoria,Bugengere,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,unknown,dry,groundwater,communal standpipe
21243,0.0,1.0,World Bank,1008,Government,0,Ruvuma / Southern Coast,Halare,Ruvuma,1.0,unknown,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,unknown,dry,groundwater,communal standpipe
10616,0.0,25.0,Fini Water,372,Fini Water,0,Ruvuma / Southern Coast,Kilimahewa,Lindi,380.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
73667,0.0,17.0,Tcrs,1474,TCRS,0,Internal,Lyungilo,Singida,195.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
20566,1000.0,1.0,Jaica,1293,JAICA,0,Lake Victoria,Nyang'Ombe,Mara,350.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,soft,enough,groundwater,hand pump
63711,2000.0,4.0,Oikos E.Afrika,1428,Community,0,Internal,Iyani,Arusha,182.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,monthly,soft,insufficient,groundwater,communal standpipe
72840,0.0,1.0,World Bank,501,SCOTT,0,Ruvuma / Southern Coast,Ngangira,Lindi,350.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,unknown,soft,enough,groundwater,hand pump
31651,10.0,27.0,Dh,0,DH,0,Wami / Ruvu,Ipondelo,Morogoro,59.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
3782,0.0,8.0,Mission,1521,Mission,0,Lake Nyasa,Makugulu 'B',Ruvuma,60.0,unknown,GeoData Consultants Ltd,WUG,True,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
6799,0.0,14.0,Hsw,1153,HSW,0,Lake Victoria,Nyakato,Mara,250.0,False,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
21402,1000.0,41.0,Government Of Tanzania,1604,Central govt,3,Pangani,Chumvu Juu,Kilimanjaro,20.0,True,GeoData Consultants Ltd,WUA,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
35390,6.0,5.0,Ces(gmbh),1198,DWE,0,Pangani,Sumikombela,Kilimanjaro,35.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
12636,0.0,unknown,World Bank,0,WEDECO,0,Lake Tanganyika,Busungo,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,submersible,unknown,unknown,unknown,unknown,groundwater,other
36887,0.0,11.0,Kalitasi,1217,Kalitasi,0,Pangani,Vuje,Kilimanjaro,569.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
20086,50.0,3.0,Kuwait,106,DWE,0,Wami / Ruvu,Kibaoni,Pwani,50.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,per bucket,soft,insufficient,groundwater,hand pump
5634,0.0,unknown,World Vision,0,Consulting Engineer,0,Lake Tanganyika,Busenge A,Tabora,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
48029,0.0,unknown,Rwssp,0,WEDECO,0,Internal,Shinyanga,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
29927,0.0,unknown,Rwssp,0,DWE,0,Lake Tanganyika,Ilekebu,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,other,user-group,unknown,milky,insufficient,groundwater,other
2930,1000.0,36.0,Mission,960,Mission,0,Ruvuma / Southern Coast,Nakawale A,Ruvuma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
41800,500.0,4.0,Dolf Project,434,Local technician,0,Pangani,Makayo,Tanga,35.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,monthly,soft,enough,surface,communal standpipe
68349,250.0,24.0,Norad,1097,NORAD,0,Lake Tanganyika,Brenda B,Kigoma,2400.0,True,GeoData Consultants Ltd,Water authority,False,handpump,user-group,monthly,soft,enough,groundwater,hand pump
61678,0.0,unknown,Dwe,0,DWE,0,Lake Tanganyika,Songambele Mashariki,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,never pay,soft,dry,groundwater,communal standpipe
30270,0.0,15.0,Roman Catholic,2260,Roman Catholic,0,Lake Nyasa,Mtwake,Iringa,50.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,on failure,soft,enough,groundwater,communal standpipe
4678,20.0,5.0,Muwsa,788,MUWSA,0,Pangani,Dhobi Street,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
9392,0.0,unknown,Water,0,Commu,0,Wami / Ruvu,unknown,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,salty,dry,groundwater,communal standpipe
20735,1000.0,1.0,Shipo,1600,Shipo,0,Rufiji,Matagini,Iringa,120.0,True,GeoData Consultants Ltd,VWC,False,rope pump,user-group,on failure,soft,enough,groundwater,hand pump
49300,0.0,37.0,Government Of Tanzania,1288,Government,0,Lake Victoria,Ngerekwe,Mara,40.0,unknown,GeoData Consultants Ltd,VWC,False,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
70339,0.0,unknown,Tanzania And Egypt Cooperat,0,Tanzania and Egypt cooperati,0,Lake Victoria,Nyanguku,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
25572,0.0,23.0,World Vision,1774,DWE,0,Pangani,Matini,Arusha,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
61445,0.0,unknown,Tasaf,0,GEOTAN,0,Internal,Amani,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUA,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
